,country,city,parameter,avg_24h,pm10_aqi,pm25_aqi
435,FR,Hautes-Pyrénées,o3,75.05000038146973,0.0,0.0
436,GB,Greenwich,pm25,5.437404570688728,0.0,22.655852377869703
437,GB,Hampshire,no2,9.731645559962791,0.0,0.0
438,FR,Hauts-de-Seine,pm10,9.669999885559083,8.953703597739892,0.0
439,GB,Reading,pm25,4.5625,0.0,19.010416666666668
440,FR,Oise,o3,67.54499988555908,0.0,0.0
441,FR,Gers,pm10,8.666666706403097,8.024691394817683,0.0
442,GB,Merton,no2,18.395384509746844,0.0,0.0
443,FR,Hautes-Alpes,o3,82.75833320617676,0.0,0.0
444,FR,Territoire de Belfort,no2,9.524999936421713,0.0,0.0
445,FR,Creuse,o3,70.47727307406339,0.0,0.0
446,GB,Havering,pm25,2.632653087073443,0.0,10.969387862806013
447,GB,Reading,pm10,10.234375,9.476273148148149,0.0
448,FR,Hautes-Pyrénées,no2,5.110000014305115,0.0,0.0
449,FR,Territoire de Belfort,pm10,6.571428673607962,6.084656179266632,0.0
450,FR,Orne,pm10,12.550000031789144,11.620370399804763,0.0
451,FR,Haut-Rhin,o3,57.21000022888184,0.0,0.0
452,GB,Redbridge,no2,17.693069396632733,0.0,0.0
453,GB,Brent,pm25,1.3125,0.0,5.46875
454,GB,Redbridge,o3,34.01702121978111,0.0,0.0
455,GB,Redbridge,pm10,7.724489795918367,7.15230536659108,0.0
456,GB,Redbridge,pm25,1.08,0.0,4.500000000000001
457,NL,Fijnaart,no2,4.975000023841858,0.0,0.0
458,NL,Valthermond,no2,8.229999780654907,0.0,0.0
459,NL,Zaandam,no2,5.700000047683716,0.0,0.0
460,NL,Dordrecht,o3,41.4950008392334,0.0,0.0
461,NL,Hoek v. Holland,no2,-999.0,0.0,0.0
462,NL,Cabauw,o3,67.95500183105469,0.0,0.0
463,NL,Wijk aan Zee,no2,0.9000000357627869,0.0,0.0
464,NL,Breukelen,no2,22.625,0.0,0.0
465,GB,Reigate and Banstead,no2,5.091150388253474,0.0,0.0
466,NL,Zaanstad,no2,8.349999904632568,0.0,0.0
467,NL,Philippine,o3,56.260000228881836,0.0,0.0
468,NL,Hellendoorn,no2,5.9649999141693115,0.0,0.0
469,NL,Wieringerwerf,no2,6.755000114440918,0.0,0.0
470,NL,Wekerom,o3,49.39000129699707,0.0,0.0
471,NL,Den Haag,o3,73.40250205993652,0.0,0.0
472,NL,Rotterdam Zuid,no2,-999.0,0.0,0.0
473,NL,Eindhoven,no2,18.62000012397766,0.0,0.0
474,NL,Breda,no2,18.99250030517578,0.0,0.0
475,NL,Ridderkerk,o3,-999.0,0.0,0.0
476,NL,IJmuiden,no2,19.65000009536743,0.0,0.0
477,NL,Nijmegen,no2,27.03249979019165,0.0,0.0
478,NL,Heerlen,o3,44.35500144958496,0.0,0.0
479,NL,Posterholt,no2,11.40999984741211,0.0,0.0
480,NL,Heerlen,no2,13.434999942779541,0.0,0.0
481,NL,Badhoevedorp,no2,15.099999904632568,0.0,0.0
482,NL,Groningen,o3,41.03000068664551,0.0,0.0
483,NL,Ridderkerk,no2,-999.0,0.0,0.0
484,NL,Haarlem,no2,10.710000038146973,0.0,0.0
485,NL,Oude Meer,no2,15.000000476837158,0.0,0.0
486,NL,Wijk aan Zee,co,0.19395000487565994,0.0,0.0
487,NL,Biddinghuizen,o3,66.43999862670898,0.0,0.0
488,NL,Groningen,no2,16.957500219345093,0.0,0.0
489,NL,Schiedam,o3,-999.0,0.0,0.0
490,NL,Rotterdam Noord ,no2,-999.0,0.0,0.0
491,NL,Dordrecht,no2,31.549999237060547,0.0,0.0
492,NL,Breukelen,o3,53.25,0.0,0.0
493,NL,De Zilk,no2,2.225000023841858,0.0,0.0
494,NL,Rotterdam Noord ,o3,-999.0,0.0,0.0
495,NL,Haarlem,o3,68.75,0.0,0.0
496,NL,Maassluis,no2,-999.0,0.0,0.0
497,NL,Hoogvliet,no2,-999.0,0.0,0.0
498,NL,Wieringerwerf,o3,57.045000076293945,0.0,0.0
499,NL,Utrecht,o3,49.46666717529297,0.0,0.0
500,NL,Vredepeel,no2,8.930000066757202,0.0,0.0
501,NL,Eibergen,no2,8.815000057220459,0.0,0.0
502,NL,Westmaas,no2,4.229999899864197,0.0,0.0
503,NL,Valthermond,o3,33.790000915527344,0.0,0.0
504,NL,Vlaardingen,no2,24.984999656677246,0.0,0.0
505,NL,Wekerom,no2,6.319999933242798,0.0,0.0
506,NL,Amsterdam,o3,57.3999989827474,0.0,0.0
507,NL,Biest Houtakker,no2,7.785000324249268,0.0,0.0
508,NL,Maassluis,o3,-999.0,0.0,0.0
509,FR,Haut-Rhin,co,208.125,0.0,0.0
510,NL,Vlaardingen,o3,50.739999771118164,0.0,0.0
511,NL,Barsbeek,no2,4.705000042915344,0.0,0.0
512,NL,Eibergen,o3,32.970001220703125,0.0,0.0
513,NL,Hoofddorp,no2,15.450000286102295,0.0,0.0
514,NL,Biddinghuizen,no2,3.8999998569488525,0.0,0.0
515,NL,Zierikzee,no2,4.140000104904175,0.0,0.0
516,NL,Rotterdam,o3,57.21500015258789,0.0,0.0
517,NL,Zegveld,o3,72.77000045776367,0.0,0.0
518,NL,Kollumerwaard,no2,3.709999918937683,0.0,0.0
519,NL,Nijmegen,o3,47.46000099182129,0.0,0.0
520,NL,Balk,no2,2.6850000619888306,0.0,0.0
521,NL,Kollumerwaard,o3,45.6200008392334,0.0,0.0
522,NL,Utrecht,no2,21.676666736602783,0.0,0.0
523,NL,Schiedam,no2,-999.0,0.0,0.0
524,NL,Zegveld,no2,3.6050000190734863,0.0,0.0
525,NL,Huijbergen,o3,53.130001068115234,0.0,0.0
526,NL,Eindhoven,o3,44.94499969482422,0.0,0.0
527,NL,Rotterdam,no2,-314.00166686375934,0.0,0.0
528,NL,Den Haag,no2,13.693333625793457,0.0,0.0
529,NL,De Zilk,o3,86.11499786376953,0.0,0.0
530,FR,Haut-Rhin,pm25,4.666666666666667,0.0,19.444444444444446
531,NL,Posterholt,o3,42.56500053405762,0.0,0.0
532,NL,Zierikzee,o3,62.135000228881836,0.0,0.0
533,NL,Hoek v. Holland,o3,-999.0,0.0,0.0
534,NL,Veldhoven,o3,46.17500114440918,0.0,0.0
535,NL,Wijnandsrade,no2,10.769999980926514,0.0,0.0
536,NL,Hoogvliet,o3,-999.0,0.0,0.0
537,NL,Balk,o3,49.33500099182129,0.0,0.0
538,NL,Badhoevedorp,co,0.36104999482631683,0.0,0.0
539,NL,Philippine,no2,4.815000057220459,0.0,0.0
540,NL,Hellendoorn,o3,-477.3400001525879,0.0,0.0
541,NL,Veldhoven,no2,10.200000286102295,0.0,0.0
542,NL,Wijnandsrade,o3,42.364999771118164,0.0,0.0
543,NL,Breda,o3,55.295000076293945,0.0,0.0
544,NL,Westmaas,o3,64.59000015258789,0.0,0.0
545,NL,Amsterdam,no2,16.709090796383943,0.0,0.0
546,NL,Botlek,no2,-999.0,0.0,0.0
547,NL,Huijbergen,no2,7.015000104904175,0.0,0.0
548,NL,Cabauw,no2,3.8049999475479126,0.0,0.0
549,NL,Vredepeel,o3,50.51499938964844,0.0,0.0
550,NL,Biest Houtakker,o3,52.595001220703125,0.0,0.0
551,NL,Amsterdam,co,0.3351999968290329,0.0,0.0
552,NL,IJmuiden,co,0.20729999989271164,0.0,0.0
553,NL,Barsbeek,o3,56.04500198364258,0.0,0.0
554,FR,Reunion,pm25,8.0,0.0,33.333333333333336
555,GB,Reigate and Banstead,pm10,8.096153855323792,7.496438754929437,0.0
556,GB,Tendring,o3,57.19411917293773,0.0,0.0
557,GB,Thurrock,pm25,4.515151515151516,0.0,18.813131313131315
558,GB,Bromley,pm25,4.628571428571429,0.0,19.28571428571429
559,GB,Thurrock,no2,20.09607858283847,0.0,0.0
560,GB,Sutton,pm25,5.352941176470588,0.0,22.30392156862745
561,FR,Hautes-Pyrénées,pm10,3.149999976158142,2.9166666445908724,0.0
562,FR,Pyrénées-Orientales,pm10,6.566666762034099,6.080247001883425,0.0
563,GB,Richmond,no2,8.818421119137815,0.0,0.0
564,FR,Hérault,pm10,10.750000158945719,9.953703850875666,0.0
565,FR,Hérault,pm25,4.899999976158142,0.0,20.416666567325592
566,GB,Sutton,pm10,9.485416690508524,8.782793231952336,0.0
567,GB,Richmond,o3,48.570000076293944,0.0,0.0
568,GB,Tendring,no2,1.6764705671983606,0.0,0.0
569,FR,Aisne,pm10,6.900000095367432,6.3888889771920665,0.0
570,GB,Bromley,no2,17.802857058388845,0.0,0.0
571,GB,Bromley,pm10,12.411764705882353,11.492374727668846,0.0
572,FR,Pyrénées-Orientales,pm25,1.3499999642372131,0.0,5.624999850988388
573,GB,Sutton,no2,29.249122840662796,0.0,0.0
574,FR,Reunion,pm10,8.599999904632568,7.962962874659786,0.0
575,GB,Worthing,pm25,1.4666666666666666,0.0,6.111111111111111
576,GB,Westminster,o3,26.700000117806827,0.0,0.0
577,GB,Wandsworth,pm10,11.020253115062472,10.20393806950229,0.0
578,GB,Tower Hamlets,no2,27.814705904792337,0.0,0.0
579,GB,Worthing,no2,26.583332935969036,0.0,0.0
580,GB,Thurrock,o3,41.788236281451056,0.0,0.0
581,GB,Westminster,no2,27.5089109675719,0.0,0.0
582,GB,Westminster,co,382.3529411764706,0.0,0.0
583,GB,Westminster,pm25,3.7709677565482354,0.0,15.712365652284316
584,GB,Wandsworth,no2,25.292000160217285,0.0,0.0
585,GB,Tower Hamlets,o3,35.55882330501781,0.0,0.0
586,GB,Thurrock,pm10,9.451612903225806,8.751493428912783,0.0
587,GB,Windsor and Maidenhead,no2,8.667647086083889,0.0,0.0
588,GB,Westminster,pm10,13.236842121994286,12.256335298142858,0.0
589,GB,Tower Hamlets,pm25,2.9750000089406967,0.0,12.395833370586237
590,GB,Reigate and Banstead,o3,56.477778328789604,0.0,0.0
591,GB,Rother,pm10,12.494444529215494,11.568930119643976,0.0
592,GB,Rother,no2,16.661111222373115,0.0,0.0
593,FR,French Guiana,pm25,1.7000000476837158,0.0,7.083333532015483
